id,building_id,name,short_name,description,url,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,image,campus,lat,lng,address,hours/sunday/closed,hours/sunday/open,hours/sunday/close,hours/monday/closed,hours/monday/open,hours/monday/close,hours/tuesday/closed,hours/tuesday/open,hours/tuesday/close,hours/wednesday/closed,hours/wednesday/open,hours/wednesday/close,hours/thursday/closed,hours/thursday/open,hours/thursday/close,hours/friday/closed,hours/friday/open,hours/friday/close,hours/saturday/closed,hours/saturday/open,hours/saturday/close,tags/7,tags/8,tags/9,tags/10,tags/11
0319,078,McLennan Express,mclennan_express,"Never go hungry on campus again. If you’re just passing through the McLennan building and you feel your stomach grumbling, stop by the Grab’N’Go for some fruit, baked goods, coffee and more!",https://ueat.utoronto.ca/mclennan-express/,coffee,fruit,snacks,sandwiches,chips,,,http://map.utoronto.ca/_assets/_m_b/grab_n_go.jpg,UTSG,43.66092,-79.39857,"255 Huron St, Toronto, ON M5S 3J1",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,,,,,
0320,005,Medical Sciences Building Cafeteria,medical_sciences_building_cafeteria,"This full cafeteria includes Not Just Greens, Soup!, Sambal, Stone Oven Pizzeria, Za'atar and a selection of Grab 'n Go foods.
",https://ueat.utoronto.ca/msb-cafeteria/,pizza,snacks,coffee,salad,sandwiches,soup,middle eastern cuisine,http://map.utoronto.ca/_assets/_m_b/msb_cafeteria.jpg,UTSG,43.6607,-79.39265,"1 King's College Circle, Toronto, ON M5S 1A8",true,0,0,false,32400,61200,false,32400,61200,false,32400,61200,false,32400,61200,false,32400,61200,true,0,0,asian cuisine,,,,
0321,005,Starbucks Medical Sciences Building,medical_sciences_building_starbucks,"From Tazo teas to a range of coffees, Starbucks has got your back. If you’re looking for a light snack, this Starbucks location has a large variety of delicious pastries, snacks and sandwiches.",https://ueat.utoronto.ca/starbucks_msb/,starbucks,coffee,snacks,muffins,cookies,free trade,,http://map.utoronto.ca/_assets/_m_b/Starbucks1.jpg,UTSG,43.66079,-79.39277,"1 King's College Circle, Toronto, ON M5S 1A8",true,0,0,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,59400,true,0,0,,,,,
0322,005,Tim Hortons Medical Sciences Building,medical_sciences_building_tim_hortons,"Located in the North end of MSB, this coffee kiosk serves donuts, baked goods, coffee and tea. 
",https://ueat.utoronto.ca/tim-hortons-msb/,donut,coffee,tea,cookies,,,,http://map.utoronto.ca/_assets/_m_b/tim_hortons.jpg,UTSG,43.66105,-79.39397,"1 King's College Circle, Toronto, ON M5S 1A8",true,0,0,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,54000,true,0,0,,,,,
0355,080,The Cube,the_cube,Looking for a hearty salad or a deliciously toasted sandwich? That’s The Cube’s specialty! They make fresh sandwiches and assemble your salad right before your eyes. Come check it out! We’ve got a salad with your name on it.,https://ueat.utoronto.ca/the-cube/,coffee,soup,snacks,,,,,http://map.utoronto.ca/_assets/_m_b/the_cube.jpg,UTSG,43.65927,-79.39771,"40 St. George Street, Toronto, ON M5S 2E4",true,0,0,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,61200,true,0,0,,,,,
0359,145,VEDA Multi-Faith Centre,veda_multifaith_centre,"Located on the ground floor of the Koffler House, Multi-Faith Centre at the corner of Spadina Crescent and Bancroft Ave. Catering available (416-961-9797). Menu includes hot meals and snacks like curries & samosas. Halal & Vegan options available. 
",https://ueat.utoronto.ca/multi-faith-centre-veda/,halal,vegan,indian,curry,samosa,multifaith,,http://map.utoronto.ca/_assets/_m_b/Multi_Faith_Veda.jpg,UTSG,43.66069,-79.4005,"569 Spadina Crescent, Toronto, ON M5S 2T4",true,0,0,false,39600,52200,false,39600,52200,false,39600,52200,false,39600,52200,false,39600,50400,true,0,0,,,,,
0361,032A,New College Dining Hall,new_college_dining_hall,This all-you-care-to-eat dining hall serves a variety of fresh meals daily!,https://ueat.utoronto.ca/new_college_dining_hall/,buffet,all you care to eat,new college,breakfast,lunch,dinner,dining hall,http://map.utoronto.ca/_assets/_m_b/new_college.jpg,UTSG,43.66179,-79.40097,"40 Willcocks Street, Toronto, ON M5S 1C6",false,30600,72000,false,25200,79200,false,25200,79200,false,25200,79200,false,25200,79200,false,25200,72000,false,30600,72000,,,,,
0363,123,OISE Café,oise_cafe,"This café is located on the main level, in the lobby of OISE. Offerings include coffee and tea, Grab'N'Go sandwiches, salads, baked goods, confectionary and a variety of beverages.

*12th Floor Nexus Lounge is closed. ",https://ueat.utoronto.ca/oise-cafe/,oise,coffee,sandwiches,snacks,grabngo,,,http://map.utoronto.ca/_assets/_m_b/oise_cafe.jpg,UTSG,43.66877,-79.3989,"252 Bloor St. West, Toronto, ON M5S 1V6",true,0,0,false,28800,68400,false,28800,68400,false,28800,68400,false,28800,68400,false,28800,55800,true,0,0,,,,,
0364,161,Second Cup Pharmacy,pharmacy_second_cup,"Located on the main level in the lobby of the Pharmacy Building, this coffee kiosk serves espresso based drinks, smoothies, baked goods, sandwiches, cookies, muffins, and snacks.
",https://ueat.utoronto.ca/pharmacy_second_cup/,pharmacy,coffee,cookies,muffins,beverage,,,http://map.utoronto.ca/_assets/_m_b/Second_cup1.jpg,UTSG,43.65998,-79.39154,"144 College Street, Toronto, ON, M5S 3M2",true,0,0,false,25200,61200,false,25200,61200,false,25200,61200,false,25200,61200,false,25200,61200,true,0,0,,,,,
0366,006,Robarts Cafeteria,robarts_cafeteria,"Located on the second floor of Robarts Library across from the T-Card office, this full cafeteria includes Subway, Pizza Pizza, Chicken Chicken, Euro Market, Express, Expressos, Benne Pasta and Bento Nouveau Sushi.
",http://www.ueat.utoronto.ca,library,pizza,pasta,sandwiches,coffee,snacks,,http://map.utoronto.ca/_assets/_m_b/Robarts.jpg,UTSG,43.66463,-79.39972,"130 St. George St, Toronto, ON M5S 1A5",true,0,0,false,30600,68400,false,30600,68400,false,30600,68400,false,30600,68400,false,30600,61200,true,0,0,,,,,
0367,006,Tortillas Robarts,tortillas_robarts,"Choose your fillings and we’ll customize a burrito for you! Choose from a range of fillings and toppings and we’ll also turn your selection into a burrito bowl, taco salad, or nachos!",https://ueat.utoronto.ca/tortillas-robarts/,hot meals,vegetarian,burritos,nachos,mexican cuisine,,,http://map.utoronto.ca/_assets/_m_b/tortillas.jpg,UTSG,43.66468,-79.39973,"130 St. George Street, Toronto, ON M5S 1A5",false,39600,61200,false,39600,61200,false,39600,61200,false,39600,61200,false,39600,61200,false,39600,61200,false,39600,61200,,,,,
0370,006,Starbucks Robarts,robarts_starbucks,"Located in Robarts Cafeteria, this coffee kiosk serves Starbucks coffee and beverages, snacks, baked goods, and merchandise.",https://ueat.utoronto.ca/starbucks-robarts/,coffee,tea,snacks,cookies,muffins,,,http://map.utoronto.ca/_assets/_m_b/Starbucks3.jpg,UTSG,43.66457,-79.39989,"130 St. George St, Toronto, ON M5S 1A5",false,36000,57600,false,30600,68400,false,30600,68400,false,30600,68400,false,30600,68400,false,30600,61200,false,36000,61200,,,,,
0372,134,Second Cup Rotman,rotman_second_cup,"Located on the main level, in the lobby of Rotman School, this coffee kiosk serves hot and cold beverages, snacks, cookies, muffins, sandwiches, and baked goods.",https://ueat.utoronto.ca/rotman_second_cup/,coffee,tea,snacks,cookies,muffins,,,http://map.utoronto.ca/_assets/_m_b/second_cup.jpg,UTSG,43.66536,-79.39838,"105 St. George St, Toronto, ON M5S 3E6",true,0,0,false,25200,68400,false,25200,72000,false,25200,68400,false,25200,72000,false,25200,64800,true,0,0,,,,,
0374,002,Sammy's Student Exchange,sammys_student_exchange,"Sammy's is a multicultural pub and cafe inside Hart House. They serve healthy breakfast, lunch and dinner catered for a variety of diets. Sammy's also features music, a full bar, large screen tv and outdoor patio.",http://www.sammysstudentexchange.com ,coffee,drinks,breakfast,lunch,dinner,alcohol,patio,http://map.utoronto.ca/_assets/_m_b/sammys_student_exchange.jpg,UTSG,43.6637,-79.39431,"7 Hart House Circle, Toronto, ON M5S 3H3",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,,,,,
0401,009,VEDA Sandford Fleming,veda_sandford_fleming,"Located in basement of Sandford Fleming in the Engineering building. Menu includes hot meals and snacks like curries, sandwiches, pizzas & samosas. Halal & Vegan options available.",https://ueat.utoronto.ca/multi-faith-centre-veda/,halal,vegan,indian,curry,samosa,engineering,sandford,http://map.utoronto.ca/_assets/_m_b/veda_takeout.jpg,UTSG,43.66006,-79.39513,"10 King's College Road, Toronto, ON M5S 3G4",true,0,0,false,30600,63000,false,30600,63000,false,30600,63000,false,30600,63000,false,30600,59400,true,0,0,,,,,
0446,033,Sid Smith Café,sids_cafe-446,"Located on the lower level of Sidney Smith at the south end of the building. Offerings include Sambal, Gourmet Burger House, Tortillas and Tim Hortons.",http://www.ueat.utoronto.ca,coffee,baked goods,hot meals,light meals,snacks,tortillas,asian cuisine,http://map.utoronto.ca/_assets/_m_b/sids_cafe.jpg,UTSG,43.66208,-79.39854,"100 St George St, Toronto, ON M5S 3G3",true,0,0,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,61200,false,28800,61200,true,0,0,burgers,hot dogs,poutine,,
0447,033,Tim Hortons Sid Smith,sid_smith_tim_hortons,"Located inside Sid's Cafe, this coffee kiosk serves donuts, baked goods, coffee, smoothies and breakfast options.",https://ueat.utoronto.ca/tim-hortons-sid-smith/,coffee,tea,snacks,cookies,muffins,donuts,,http://map.utoronto.ca/_assets/_m_b/tim_hortons1.jpg,UTSG,43.66216,-79.3986,"100 St George St, Toronto, ON M5S 3G3",true,0,0,false,28800,57600,false,28800,57600,false,28800,57600,false,28800,57600,false,28800,57600,true,0,0,,,,,
0448,033,Second Cup Sid Smith,sid-smith-second-cup,"Located in the lobby of Sidney Smith Hall on the main level, this coffee kiosk serves hot and iced beverages, sandwiches, muffins, juices, cookies, baked goods and snacks. Catering is also available.",https://ueat.utoronto.ca/sid_smith_second_cup/,coffee,tea,snacks,cookies,muffins,,,http://map.utoronto.ca/_assets/_m_b/second_cup1.jpg,UTSG,43.66255,-79.39869,"100 St George St, Toronto, ON M5S 3G3",true,0,0,false,25200,72000,false,25200,72000,false,25200,72000,false,25200,72000,false,25200,64800,true,0,0,,,,,
0454,003,The Green Beet,the_green_beet,"Café with seating located in the basement of Gerstein Library. The Green Beet is a vegetarian’s paradise, vegans welcome too! We’ve got accommodations for both dietary profiles. 
",http://www.ueat.utoronto.ca/the-green-beet/,hot meals,light meals,vegan,vegetarian,gluten free,soup,sandwiches,http://map.utoronto.ca/_assets/_m_b/the_green_beet.jpg,UTSG,43.66195,-79.39365,"9 King's College Circle, Toronto, ON M5S 1A8",true,0,0,false,32400,59400,false,32400,59400,false,32400,59400,false,32400,59400,false,32400,59400,true,0,0,salad,lunch,,,
0457,038,Second Cup Woodsworth,woodsworth-second-cup,"Located in the lobby of Woodsworth College, this coffee kiosk serves hot and iced beverages, coffee, sandwiches, cookies, muffins, snacks and baked goods. Catering is also available.",https://ueat.utoronto.ca/woodsworth_second_cup/,coffee,tea,snacks,cookies,muffins,,,http://map.utoronto.ca/_assets/_m_b/Woodsworth_Second_Cup.jpg,UTSG,43.66659,-79.39866,"119 St. George Street, Toronto, ON M5S 2E9",true,0,0,false,25200,61200,false,25200,61200,false,25200,61200,false,25200,61200,false,25200,61200,true,0,0,,,,,
0464,,Coffee Shed by Common Ground Co-Op,coffee-shed-by-common-ground-co-op,"The Coffee Shed is a partnership of people with intellectual disabilities who are using talents they have developed to create employment for themselves. We sell delicious baked goods and sandwiches made by Lemon & Allspice, as well as coffee.",,coffee,cookies,baked goods,new college,,,,,UTSG,43.66162,-79.4006,"40 Willcocks St, Toronto, ON M5S 3G3",,,,,,,,,,,,,,,,,,,,,,,,,,
0922,,Wolfond Centre for Jewish Campus Life,wolfond_centre_for_jewish_campus_life,"Harvey's Table at the Wolfond Centre offers fresh, kosher meals. Lunch by request only.",https://www.facebook.com/pages/Hillel-Presents-Harveys-Table,kosher,harvey's table,hillel,,,,,,UTSG,43.66361,-79.40046,36 Harbord Street,true,0,0,false,61200,68400,false,61200,68400,false,61200,68400,false,61200,68400,true,0,0,true,0,0,,,,,
1086,504,Burwash Dining Hall,burwash_dining_hall,"The main dining hall at Vic, Burwash has an all-you-care-to-eat 5 week menu that is always rotating.
Burwash and Ned’s cafe do not accept UeaT meal plans or flex dollars. 
Mon-Fri: 7:30-3:00 and 4:00-7:30
Sat-Sun: 10:00-3:00 and 4:00-7:00",http://www.vicu.utoronto.ca/hospitality/Food_Services/Burwash_Dining_Hall.htm,burwash,dining hall,meals,chef nathan barratt,,,,,UTSG,43.66744,-79.39178,89 Charles Street West,false,36000,68400,false,27000,70200,false,27000,70200,false,27000,70200,false,27000,70200,false,27000,70200,false,36000,68400,,,,,
1093,134,The Exchange Café,the_exchange_cafe,"The Exchange Café in the Rotman School specializes in food that is inventive, healthy, local, and affordable. Menu includes hot meals, all day breakfast, soups, salads, baked goods and our famous mac n' cheese!",http://www.theexchangecafe.ca/#1,rotman,coffee,snacks,breakfast,lunch,hot meals,,http://map.utoronto.ca/_assets/_m_b/the_exchange_cafe.jpg,UTSG,43.66462,-79.39806,105 St. George Street,true,0,0,false,23400,68400,false,23400,68400,false,23400,68400,false,23400,68400,false,23400,68400,true,0,0,,,,,
1150,200B,Bladen Wing Tim Horton's,bladen_wing_tim_hortons_utsc,"Located on the second floor of the Bladen Wing, this is a full-service Tim Horton's. Coffee, tea, fruit smoothies, sandwiches, wraps, muffins, donuts available.

For hours of operation, visit http://uoft.me/utscfood",http://www.utsc.utoronto.ca/~facilities/food_bev.html,coffee,tea,sandwiches,donuts,,,,,UTSC,43.78396,-79.18694,1265 Military Trail,false,39600,61200,false,27000,82800,false,27000,82800,false,27000,82800,false,27000,82800,false,27000,72000,false,32400,61200,,,,,
1151,200S,Starbucks,starbucks_utsc,"Located within the Meeting Place on the second floor of the Science Wing, serving coffee, tea, breakfast and baked goods.

For hours of operation, visit http://uoft.me/utscfood",http://www.utsc.utoronto.ca/~facilities/food_bev.html,coffee,tea,donuts,,,,,,UTSC,43.78361,-79.18752,"1265 Military Trail, Toronto ON, M1C 1A4",,,,,,,,,,,,,,,,,,,,,,,,,,
1152,200M,Beechgrove Cafe,beechgrove_cafe_utsc,"This cafe on the ground level features the coffee line from Seattle's Best Coffee as well as quick grab and go snack items, sandwiches, cold beverages and Pizza Pizza slices.

For hours of operation, visit http://uoft.me/utscfood",http://www.utsc.utoronto.ca/~facilities/food_bev.html,snacks,coffee,seattle's best coffee,pizza,sandwiches,,,,UTSC,43.78286,-79.18618,"1265 Military Trail, Toronto ON, M1C 1A4",true,0,0,false,30600,57600,false,30600,57600,false,30600,73800,false,30600,73800,false,30600,54000,true,0,0,,,,,
1163,328,Blind Duck Pub,blind_duck_pub_utm,"The on-campus pub is located in the heart of UTM and is operated by your very own student union. Escape to the Blind Duck Pub where they cook up delicious pub favourites, comfort foods, and cold beverages.  Or, try one of the specials offered daily!",,pub,lounge,wings,study break,bar,entertainment,student centre,http://map.utoronto.ca/_assets/_m_b/Blind_Duck_Pub.jpg,UTM,43.54861,-79.66391,"UTM Student Centre, 3359 Mississauga Rd., Mississauga, Ontario",true,0,0,false,37800,72000,false,37800,72000,false,37800,72000,false,37800,68400,false,37800,61200,true,0,0,,,,,
1176,313,Temporary Food Court,tfc_utm,"The Temporary Food Court is host to several quality dining options including:
*Booster Juice
*Elements
*International Kitchen
*Pizza Pizza
*Quick Cuisine
*Tandoori Indian Cuisine
*Tim Hortons Express
*Deli (Opening 2014)
*Hours subject to change",,indian,international,quick,pizza,juice,food court,takeout,http://map.utoronto.ca/_assets/_m_b/TemporayFoodCourt.png,UTM,43.54822,-79.66209,"Davis Building, 3359 Mississauga Rd. Mississauga Ontario",true,0,0,false,28800,75600,false,28800,75600,false,28800,75600,false,28800,75600,false,28800,68400,true,0,0,grab and go,smoothies,salads,coffee,
1177,313,Subway,subway_utm,"Subway has whatever you’re in the mood for. With over 30 menu items to choose from, Subway serves sandwiches, wraps, salads and sides.  All are made fresh to order, exactly the way you want it!",http://www.dineoncampus.ca/utm/index.cfm?cmd=Menus,,,,,,,,http://map.utoronto.ca/_assets/_m_b/IMG_0152.jpg,UTM,43.54782,-79.66158,"Davis Building Meeting Place, 3359 Mississauga Rd. Mississauga Ontario",false,39600,57600,false,37800,73800,false,37800,73800,false,37800,73800,false,37800,73800,false,37800,61200,false,39600,57600,,,,,
1178,314,Second Cup,second_cup_utm,Second Cup offers a variety of warm and cold beverages and tasty treats and desserts.  Brewed coffee is now self-serve.  Also serving Steamplicity take-out rethermalizable entrees along with soup and other On the Go meal and snack options.,http://www.dineoncampus.ca/utm/index.cfm?cmd=Menus,coffee,tea,espresso,cold beverages,cookies,muffin,biscotti,http://map.utoronto.ca/_assets/_m_b/SecondCup.jpg,UTM,43.54822,-79.66295,"Kaneff Centre, Innovation Complex, 3359 Mississauga Rd. Mississauga Ontario",true,0,0,false,27000,61200,false,27000,61200,false,27000,61200,false,27000,61200,false,27000,57600,true,0,0,snacks,takeout entrees,sandwiches,soup,salads
1179,313,Tim Hortons,tim_dv_utm,"Tim Hortons offers its own special blend coffee, traditional doughnuts and other baked goods, breakfast, soups & chili, as well as an excellent selection of sandwiches and wraps.",http://www.dineoncampus.ca/utm/?cmd=Menus,coffee,tea,sweets,savoury,sandwich,soup,breakfast,http://map.utoronto.ca/_assets/_m_b/Tim-Hortons.jpg,UTM,43.54817,-79.66138,"Davis Building Meeting Place, 3359 Mississauga Rd. Mississauga Ontario",false,39600,57600,false,27000,79200,false,27000,79200,false,27000,79200,false,27000,79200,false,27000,68400,false,39600,57600,lunch,dinner,,,
1180,329,Circuit Break Cafe,circuit_break_cafe_utm,"Located on the ground floor of the CCT. This café serves Fair Trade coffee, cold beverages, hot and ready pizza, homemade soup, grab & go options, freshly baked gourmet cookies and other savory snacks. Microwave and vending machines are nearby.",,cookies,beverages,grab & go,coffee,snack,cct,,http://map.utoronto.ca/_assets/_m_b/Circuit_Break_Cafe.jpg,UTM,43.5498,-79.66281,"Ground Floor, CCT, 3359 Mississauga Rd., Mississauga, Ontario",true,0,0,false,30600,57600,false,30600,57600,false,30600,57600,false,30600,57600,false,30600,50400,true,0,0,,,,,
1181,331,Starbucks,starbucks_utm,"Starbucks coffeehouse offers handcrafted warm and cold beverages from around the world for you to discover and enjoy.  You can also select from a variety of delicious baked goods, pastries, light snacks, and light lunches that are offered daily. ",,lounge,social,coffee,tea,cold,hot,beverage,http://map.utoronto.ca/_assets/_m_b/Starbucks.jpg,UTM,43.55097,-79.66301,"Hazel McCallion Academic Learning Centre, 3359 Mississauga Rd., Missisauga, Ontario",false,46800,64800,false,27000,79200,false,27000,79200,false,27000,79200,false,27000,79200,false,27000,64800,false,43200,64800,snacks,merchandise,,,
1182,334,Second Cup,second_cup_utm-1179,"Second Cup offers a variety of warm and cold beverages and tasty treats.  From fresh brewed coffee, tea, cappuccino, and lattes to frozen favourites such as the chiller, fruit chiller, and coffee over ice, all in variety of flavours. ",,coffee,tea,chillers,beverages,cookies,cake,snacks,http://map.utoronto.ca/_assets/_m_b/IC-cafe1.jpg,UTM,43.5512,-79.66364,"Instructional Centre, 3359 Mississauga Rd., Mississauga, Ontario",true,0,0,false,30600,68400,false,30600,68400,false,30600,68400,false,30600,68400,false,27000,57600,true,0,0,,,,,
1183,334,Panini Fresca,panini_fresca_utm,Assorted meats and toppings are combined on freshly baked breads and then grilled and warmed on the panini press to recreate the signature Italian ‘paninio’ sandwich. Located right by the Instructional Centre café and lounge! ,,panini,sandwich,grilled,lunch,dinner,,,http://map.utoronto.ca/_assets/_m_b/IC-cafe.jpg,UTM,43.55121,-79.66367,"Instructional Centre, 3359 Mississauga Rd., Mississauga, Ontario",true,0,0,false,37800,61200,false,37800,61200,false,37800,61200,false,37800,61200,false,37800,54000,true,0,0,,,,,
1184,,Deerfield Hall Vending,deerfield_hall_vending,"Pepsi machine with TCard readers - 1st floor
Snack machine - 2nd floor
Coke machine - 2nd floor",,pop,juice,snacks,,,,,http://map.utoronto.ca/_assets/_m_b/tims_logo.gif,UTM,43.55051,-79.66621,"Deerfield Hall, 3359 Mississauga Rd., Mississauga, Ontario",true,0,0,false,28800,57600,false,28800,57600,false,28800,57600,false,28800,57600,false,28800,54000,true,0,0,,,,,
1185,311,North Side Bistro,north_side_bistro-utm,"Offers scratch soups, rustic pizzas and calzones repared daily in a Wood Stone oven, hearty entree salads, freshly baked goods, daily roasted Baden coffee, and Sloane teas.  Vegetarian, vegan, and gluten-free options available!",,s,,,,,,,http://map.utoronto.ca/_assets/_m_b/On_The_Go_Logo.jpg,UTM,43.5505,-79.66631,"North Building, 3359 Mississauga Rd., Mississauga, Ontario",true,0,0,false,30600,61200,false,30600,61200,false,30600,61200,false,30600,61200,false,30600,61200,true,0,0,,,,,
1186,334,On the Go,otg_ib_utm,"Offers freshly prepared & pre-packaged meals, snacks, and beverages so you can take your food 'On the Go!' Select from a variety of sandwiches, wraps, sushi, and salad or enjoy healthy snacks such as yogurt, parfait, fruit cups, and pita with humus.",,sandwiches,salads,snacks,sushi,quick,on the go,,http://map.utoronto.ca/_assets/_m_b/On_The_Go_Logo1.jpg,UTM,43.55122,-79.66373,"Instructional Centre, 3359 Mississauga Rd., Mississauga, Ontario",true,0,0,false,37800,61200,false,37800,61200,false,37800,61200,false,37800,61200,false,37800,54000,true,0,0,,,,,
