id,name,image,website,address,phone,about,collection_strengths,access,hours/sunday/closed,hours/sunday/open,hours/sunday/close,hours/monday/closed,hours/monday/open,hours/monday/close,hours/tuesday/closed,hours/tuesday/open,hours/tuesday/close,hours/wednesday/closed,hours/wednesday/open,hours/wednesday/close,hours/thursday/closed,hours/thursday/open,hours/thursday/close,hours/friday/closed,hours/friday/open,hours/friday/close,hours/saturday/closed,hours/saturday/open,hours/saturday/close
DATAMAPGIS,Map and Data Library ,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/178.jpg?itok=HqXGlM7Y,http://mdl.library.utoronto.ca/,"130 St George St, 5th Floor Toronto, Ontario, M5S 1A5",416-978-5589,"Circa 5000 files of statistical, and research data, text files, and some spatial data files, primarily but not exclusively in the social and medical sciences. Also, major financial and economic databases.",,"Most data and statistical files are not listed in the library catalogue, but are searchable through the Data Library's website .",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
DCRL,Dr. Chun Resource Library (Centre for Women and Trans People & OPIRG),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/chun.gif?itok=uySCpL0I,http://womenscentre.sa.utoronto.ca/,"563 Spadina Ave Toronto, Ontario, M5S 2J7",416-978-8201,"This unique collection includes over 1500 books, magazines, and reports on the subject of social and environmental justice. It contains many Ontario and Toronto based publications and community reports. Opened in September 2001, the library is operated by the Ontario Public Interest Research Group (OPIRG) and the Women's Centre at the University of Toronto.",No. Collection can be accessed through our website.,Vertical FilesPeriodicalsVideos,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
DENTISTRY,Dentistry Library (Harry R Abbott),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/7.jpg?itok=S3vSDlfr,http://dentistry.library.utoronto.ca,"124 Edward Street, Rm 267 Toronto, Ontario, M5G 1G6",416-979-4916,"With over 30,000 volumes, this collection covers dentistry and oral health. A limited number of biological sciences books are also available on site.",All holdings are listed in the University of Toronto Library catalogue .,Regular items circulate for one week with 3 renewals.  Periodicals circulate for one week without renewal.  Rare Books and Reference items are restricted to in library use only.  Reserve items circulate overnight after 12:30 p.m.,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
DOWNSVIEW,UTL at Downsview,,https://onesearch.library.utoronto.ca/downsview,,416-667-7733,Low-use and duplicate copies of materials from all the University of Toronto Libraries' collections. All items are listed in the library catalogue .,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
EARTHSCI,Earth Sciences Library (Noranda),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/42.jpg?itok=x7T6jTsU,http://earth.library.utoronto.ca,"5 Bancroft Avenue, 2nd Floor Toronto, Ontario, M5S 1A5",416-978-3024,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
EASTASIAN,East Asian Library (Cheng Yu Tung),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/40.jpg?itok=B_M8iK68,http://east.library.utoronto.ca,"130 St George St, 8th floor Toronto, Ontario, M5S 1A5",416-978-3300,"400,000 volumes. Major collection on campus. Is also a major East Asian resource center in Canada. Includes East Asian studies resources in Chinese, Japanese and Korean scripts in book, microform, CD ROM and electronic format. Chinese GazettersMu Collection of Rare Chinese Materials","""How to Find"" information brochures, Subject guides to LC classification for selected East Asian materials, Chinese Electronic Resources brochures, Guides to Korean Electronic Resources, Wade-Giles and Pinyin conversion tables, Guide to Korean Romanization System and Word Division, New arrival issues, Library information and newsletters",Resources on the Library's Homepage,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
ENGI_CSCI,Engineering & Computer Science Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/41.jpg?itok=lc7y7mZE,http://www.library.utoronto.ca/engineering,"Sandford Fleming Building, Room 2402 10 King's College Road Toronto, Ontario, M5S 1A5",416-978-6494,"Access to over 100,000 electronic journals and books, both in house and remotely  Comprehensive research assistance, including consultations, by email, by web chat  Document delivery and interlibrary loan from other libraries  Study space","Print collection of 200,000 books and 1,200 current journal subscriptions",,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
FCML,Family & Community Medicine Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/Untitled_0.png?itok=c0-ss2ZM,http://www.dfcm.utoronto.ca/library.htm,"500 University Ave, 5th floor Toronto, Ontario, M5G 1V7",416-978-5606,"800 books, 40 journal titles, 700 residents manuscripts. The collection consists of resources in education and research in Family Medicine. It includes medical education, adult learning in higher education, family systems, family practice principles, research methodology.",Collections Listed in the Library Catalogue:Journals listed in Health Science Information Consortium of Toronto Union List of Serials,"Current journals, residents and graduate students manuscripts do not circulate.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
FINE_ART,Department of Art Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/art_library.jpg?itok=wNMdT4Ji,http://www.art.utoronto.ca/resources/art-library/about,"100 St George Street, 6th floor Toronto, Ontario, M5S 3G3",416-978-5006,"The collection is tailored to the Department of Art curriculum and comprises over 40,000 exhibition catalogues, dealer catalogues and permanent holdings catalogues from Europe and North America. Many are in languages other than English. Some older material is not listed in the online catalogue . Please contact the library by phone or email for further information.",,Nothing circulates.,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
FISHER,Thomas Fisher Rare Book Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/fisher.jpg?itok=vC8zJ_DU,http://fisher.library.utoronto.ca/,"120 St George Street Toronto, Ontario, M5S 1A5",416-978-5285,"The Fisher Library houses the Department of Rare Books and Special Collections. It holds approximately 700,000 volumes and 3,500 linear metres of manuscripts. See the Fisher website for more information on the scope and content of the collections.","The great strengths of the Fisher lie in the fields of British, European and Canadian literature, philosophy, the history of science and medicine, Canadiana, Hebraica and Judaica, and the history and art of the book. The holdings of books and other printed material are organized in over one hundred special author or subject collections, focussing on fields as diverse as AIDS, Aristotle, Birdsall Bindings, Darwin, Aldous Huxley, Incunabula, Libretti, Petlice, Printed Ephemera and the Spanish Civil War. The majority of the Fisher's holdings are available in the Library Catalogue . Finding aids to manuscript holdings are available online .","The resources of the Thomas Fisher Rare Book Library may be used by all scholars and researchers, whether or not they are members of the University of Toronto community. A University of Toronto Library card is not necessary to access the collections, but onsite registration is required. A Fisher reader's card must be completed and identification with name and current address (e.g. driver's licence, hospital card, etc.) will be requested.The Fisher's material, apart from the reference collection which is available on open shelves in the Reading Room and reference area, is comprised of non-circulating, closed-stack collections, which means that the material needed will always be available for use. Most of the material in the Fisher Library is housed onsite - the only exception is some modern Canadian literature, which can be requested and retrieved within 48 hours for use in the Fisher reading room. Readers may submit retrieval requests in person at the Library, or in advance by using our online Reading Room Request Form . You can also request directly from the catalogue - click here for detailed instructions . Some manuscript material is restricted at the request of the writer or donor.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
FISINFORUM,Information Studies Inforum,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/inforum-at-robarts-front.jpg?itok=CXA_XNiv,http://current.ischool.utoronto.ca/inforum-technology,"Robarts Library, 130 St George St. Room 1017, 1st floor Toronto, Ontario, M5S1A5",416-978-7060,"DURING RENOVATIONS: April 4, 2016-September 2016  Inforum services and staff will temporarily be housed at Robarts Library in Room 1017 on the lst floor. To contact us email help.ischool@utoronto.ca , phone number 416-978-7060.","Our collection, The collection focuses on resources in library and information science, archives and archival science, museum studies, records management, information systems and technology, the Internet, printing and publishing, book history, and related areas. Also includes material in computer science, management, research methodology and design, education and other social science areas.",Specialized subject and subject analysis system collections. All circulating items are listed in the UTL catalogue .,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
FNHLIBRARY,First Nations House Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/116.jpg?itok=HdI5PVZS,http://www.fnh.utoronto.ca/,"563 Spadina Avenue, 3rd Floor Toronto, Ontario, M5S 1A5",416-978-0413,"All material - books, videos, cassettes, musical CDs, childrens books, periodicals, government documents - pertain to Native Issues",Holdings are listed in the Library Catalogue database.,Class reading material.,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
GARDINER,Gail Brooker Ceramic Research Library at the Gardiner Museum ,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/192.jpg?itok=jUHecpva,http://www.gardinermuseum.on.ca/collection/library,"111 Queen's Park Toronto, Ontario, M5S 2C7",416-408-5216,"The collection reflects the collections of the Gardiner Museum, and covers the decorative arts as they relate to ceramic objects manufactured in England, France, Italy, Austria and Germany. Recent additions include collections on contemporary ceramics, Asian porcelain and the Ancient Americas.",All collections are listed in the main University of Toronto Library catalogue .,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
GERSTEIN,Gerstein Science Information Centre,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/111.jpg?itok=B27l31zz,http://gerstein.library.utoronto.ca,"Sigmund Samuel Library Building 7 & 9 King's College Circle Toronto, Ontario, M5S 1A5",416-978-2280,"The Gerstein Science Information Centre is the largest science and health science academic library in Canada . It is a content contributor to the Medical Heritage Library, a digital curation collaborative among some of the world’s leading medical libraries.  It is also home to the MADLab , a student-centric facility devoted to mobile software development. The building opened in 1892 and the heritage wing of the Gerstein Science Information Centre is designated under the Ontario Heritage Act and is on the City of Toronto's list of heritage properties.","Our staff provide support for all aspects of research, teaching, and learning for the students, faculty, and researchers in the science and health science community:",,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
HART_HOUSE,Hart House Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/hart-house-library.jpg?itok=cnmR80Yz,http://harthouse.ca/literary-and-library-committee/,"Hart House Circle Toronto, Ontario, M5S 3H3",416-978-2452,"The historic Hart House Library is a pleasure reading library and quiet study space. Its non-circulating collection of over 5,000 books - ranging from Shakespeare to the newest graphic novels - are accessible to anyone. One of the university's hidden gems, the library is located on the second floor of the Hart House, above the Reading Room and the Hart House Hub.",,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
HSICT,Health Science Information Consortium of Toronto,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/gerstein.jpeg?itok=wLj-XyJ_,http://www.library.utoronto.ca/hsict/,"7&9 King's College Circle Toronto, Ontario, M5S 1A5",416-978-6359,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
INDUST_REL,Industrial Relations and Human Resources Library (Newman),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/12.jpg?itok=pBudEcNE,http://cirhr.library.utoronto.ca,"121 St George St. Toronto, Ontario, M5S 2E8",416-978-2928,"The collection focuses on labour relations and collective bargaining, human resource management, labour law, labour economics, industrial psychology and sociology, women and minorities in the workforce, and includes a labour union archive.",Specialized Collections,Canadian Labour Union Document Collection  Human Resource Management,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
INFOCOMMONS,Information Commons,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/info-commons.jpg?itok=ktdvJGF5,http://sites.utoronto.ca/welcome.html/,"Robarts Library,1st Floor 130 St. George Street Toronto, Ontario, M5S 1A5",416-978-4357,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
INNIS,Innis College Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/19.jpg?itok=CmYa_38_,http://sites.utoronto.ca/innis/library/,"2 Sussex Avenue, 2nd Floor Toronto, Ontario, M5S 1J5",416-978-4497,"Specialization in cinema studies, environmental and urban studies.","All the current material, is available in the Library Catalogue .",Serials and Reference material In-library use only.,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
KNOX,Knox College Library (Caven),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/20.jpg?itok=rCcH6cdM,http://www.knox.utoronto.ca/,"59 St George St. Toronto, Ontario, M5S 2E6",416-978-6719,"The Library provides access to a book collection of over 80,000 volumes and a journal collection of over 200 current subscriptions. The Library's collections emphasize Biblical Studies, Reformed History and Theology, Presbyterianism, in particular The Presbyterian Church in Canada, as well as pastoral practice and materials relating to women and the Church. Detailed information is contained in the  Library's Collection Development Policy .",Specialized Subject Collections,Kierkegaard Collection (first eds.) Fisher Rare Book Library (which houses Knox College Rare Books Library).,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
LAW,Law Library (Bora Laskin),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/13.jpg?itok=8_ncQr61,http://library.law.utoronto.ca,"Faculty of Law, 78 Queen's Park Toronto, Ontario, M5S 2C5",416-978-1073,"230,000 volumes of law and law-related materials.",All of the Law Library's records are available in the the Library Catalogue .,"Statutes, regulations, law reports, legal encyclopedias, digests, periodicals and reserve books. These materials constitute the major part of the collection and do not circulate.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
MASSEY,Massey College Library (Robertson Davies),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/massey-college.jpg?itok=mHbXzsZa,http://masseycollege.ca/facilities/library,"4 Devonshire Place Toronto, Ontario, M5S 2E1",416-978-2893,"Approximately 46,000 volumes. The Library's research collections focus on the history of the book with particular strength in nineteenth century book design and printing.",Special Collections,Ruari McLean collection of Victorian Book Design and Colour Printing.,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
MATH,Mathematical Sciences Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/63.jpg?itok=dDG3zxKG,http://math.library.utoronto.ca/,"40 St George Street, Rm 6141 Bahen Centre for Information Technology Toronto, Ontario, M5S 1A1",416-978-8624,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
MEDIA_COMM,"Media Commons (Audiovisual, Media Archives, Microform)",https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/37.jpg?itok=YoqYQfwQ,http://mediacommons.library.utoronto.ca,"130 St George St, 3rd Floor Toronto, Ontario, M5S 1A5",416-978-6520,"Media Commons - Archives  To support in-depth research by the University community, the Media Commons Archives holds numerous important collections that focus on Canadian film/video production, broadcasting, non-print journalism, media studies, and the music industry. Some of these include the Gordon Sparling Collection, the Frank Peers Collection, Moses Znaimer Collection, the Robert Lantos Collection, the Alliance Atlantis Collection, the Patrick Watson Collection, the Michael McClear Collection, the Michael Hirsh Collection, the Greg Gormick/Clyde Gilmour Collection, the Syd Kessler - Jody Colero Collection of advertising, the NOW Magazine Collection, and the Blue Rodeo Collection. They contain all film, video, audio, photographic, digital and printed media formats. Finding aids and guides available. For more information, please enquire .","Media Commons - Audio Visual, In support of the University of Toronto curriculum the Media Commons Audio Visual collection currently holds more than 15-thousand titles. These include DVDs, videos, 16mm films, audiocassettes and various other formats. The reference collection of books, indexes and periodicals includes locating and evaluating tools, media catalogues, guides and indexes. A variety of in-library media playback facilities for individual and group use is available. The Media Commons is wheelchair accessible and provides closed captioned facilities.  Media Commons Theatre is equipped with a hearing-assist system.","Media Commons - Microform  The Microtext collection contains back files of newspapers, periodicals, out-of-print books, dissertations and manuscripts.. The collection contains over 2- million items in microfilm, microfiche, and microprint. The Microtext section also holds print reference materials in the form of indexes and guides to the collection as well as a small CD-ROM collection.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
MPI,Martin Prosperity Institute (Rotman School of Management),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/1ff8c39.png?itok=F760gKD5,http://martinprosperity.org/mpi-library/,"95 St. George Street, 9th floor Toronto, Ontario, M5S 3E6",416-946-7032,"The MPI Library is a private, non-circulating collection of materials focusing on the study of economic geography, the prosperity of regions, and what role creativity plays in the prosperity of regions. Approximately 2500 volumes.","All of the MPI Library’s holdings are listed in a private catalogue, accessible via the MPI Library web site .",,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
MUSIC,Music Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/15.jpg?itok=IBEZEkHG,http://library.music.utoronto.ca/,"80 Queen's Park Crescent Toronto, Ontario, M5S 2C5",416-978-3734,,Some Music Library holdings are not represented in the library catalogue . These collections are catalogued in databases available from the Music Library website .,"The sheet music collection of 50,000 titles, including Canadiana.  Earlier formats of sound recordings, e.g. LPs, 78rpm.  The Performance Collection of choral, band and orchestra parts.  Faculty Events recordings  Archives collections",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
NEWCOLLEGE,New College Library (Ivey),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/22.jpg?itok=VkO-qGKD,http://www.newcollege.utoronto.ca/library,"20 Willcocks Street Toronto, Ontario, M5S 1A1",416-978-2493,"The Donald G. Ivey Library contains over 25,000 volumes in circulating and reference collections in the social sciences and other fields.","Specialized Subject Collections, Special collections focus on New College programs in African Studies, Caribbean Studies, Disability Studies, Equity Studies, and Women and Gender Studies. Women and Gender Studies is also supported by an important inter-disciplinary collection of women and gender studies journals.",The Ivey Library is also home to the print working collection used to develop and update Representative Poetry Online (RPO) .,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
OISE_UT,OISE Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/110.jpg?itok=3YzQEGit,http://oise.library.utoronto.ca/,"252 Bloor Street W Toronto, Ontario, M5S 1V6",416-978-1850,"The library of the Ontario Institute for Studies in Education (OISE) at the University of Toronto supports graduate studies, initial teacher education, professional development, and research and teaching in the field of education. The relationships between research, theory, and practice require a unique collection of library resources and services.","The library has the largest collection of education materials in Canada, including an extensive research collection, education journal titles, media resources, current and historical curriculum materials and textbooks, and specialized collections of children’s literature, modern languages, and women’s studies in education.","In addition to our specialized collections, staff at the OISE Library provide research consultations, customized library instruction, and support for all aspects of research, teaching, and learning for the OISE community, education practitioners, and the public.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
PHYSICS,Physics Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/16.jpg?itok=upEyJ9NL,http://www.physics.utoronto.ca/library,"60 St George St, Room 211C, Burton Tower Toronto, Ontario, M5S 1A7",416-978-5188,"38,256 volumes (April 2005). Covers physics, meteorology and geophysics. Good collection of journals in these subject areas. Books for advanced undergraduate and graduate courses; books not found in the Physics Library are usually found in the Gerstein Science Information Centre. Theses",All the holdings are listed in the Library Catalogue.,Periodicals and reference materials do not circulate. Theses and dissertations circulate to U of T students and staff only. Others need to obtain photocopy through Gerstein ILL.,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
PIMS,Pontifical Institute of Mediaeval Studies Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/87.jpg?itok=-1JxJedv,http://www.pims.ca/library,"113 St Joseph Street, 4th floor Toronto, Ontario, M5S 1J4",416-926-7146,"150,000 volumes. Major collection in Mediaeval studies.","Dictionary card catalogue in the Library lists all holdings up to Spring 1993 (by author, title, subject, etc.). Acquisitions 1978-present are listed in the Library Catalogue . Most pre-1978 holdings appear in UTCat, but not all titles have been converted.",Everything,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
